SaleID,ProductID,ProductName,Category,QuantitySold,PricePerUnit,TotalAmount,SaleDate
1,8,Python Programming Book,Books,8,36.73,293.84,2021-09-04
2,4,"4K UHD Monitor 27""",Electronics,3,268.42,805.26,2021-12-01
3,3,Mechanical Keyboard,Electronics,9,119.86,1078.74,2021-02-16
4,1,"Laptop Pro 13""",Electronics,3,1325.78,3977.34,2021-12-04
5,4,"4K UHD Monitor 27""",Electronics,9,323.25,2909.25,2021-12-06
6,4,"4K UHD Monitor 27""",Electronics,5,373.6,1868.0,2021-12-21
7,2,Wireless Mouse,Electronics,10,20.9,209.0,2021-04-26
8,6,Office Chair Ergonomic,Furniture,8,270.9,2167.2,2021-09-02
9,3,Mechanical Keyboard,Electronics,10,145.86,1458.6,2021-09-12
10,14,Printer All-in-One,Office Supplies,4,218.95,875.8,2021-12-05
11,12,Smartphone X,Electronics,5,1145.44,5727.2,2021-12-30
12,10,Noise Cancelling Headphones,Electronics,9,285.45,2569.05,2021-12-06
13,6,Office Chair Ergonomic,Furniture,7,329.14,2303.98,2021-03-07
14,12,Smartphone X,Electronics,4,856.4,3425.6,2021-07-03
15,10,Noise Cancelling Headphones,Electronics,2,109.76,219.52,2021-02-12
16,15,A4 Printing Paper (Ream),Office Supplies,6,9.25,55.5,2021-09-18
17,6,Office Chair Ergonomic,Furniture,3,255.34,766.02,2021-08-05
18,11,Webcam HD 1080p,Electronics,10,69.71,697.1,2021-05-28
19,14,Printer All-in-One,Office Supplies,7,247.77,1734.39,2021-11-21
20,6,Office Chair Ergonomic,Furniture,1,308.35,308.35,2021-04-25
21,7,Standing Desk (Electric),Furniture,3,438.73,1316.19,2021-11-05
22,2,Wireless Mouse,Electronics,2,23.02,46.04,2021-02-09
23,15,A4 Printing Paper (Ream),Office Supplies,2,6.6,13.2,2021-12-23
24,4,"4K UHD Monitor 27""",Electronics,7,275.97,1931.79,2021-10-05
25,5,USB-C Hub,Accessories,9,75.61,680.49,2021-12-13
26,12,Smartphone X,Electronics,10,1077.47,10774.7,2021-12-24
27,9,Cloud Computing Textbook,Books,4,75.31,301.24,2021-06-02
28,1,"Laptop Pro 13""",Electronics,1,1458.1,1458.1,2021-08-02
29,14,Printer All-in-One,Office Supplies,5,215.77,1078.85,2021-08-26
30,1,"Laptop Pro 13""",Electronics,1,1370.58,1370.58,2021-01-28
31,2,Wireless Mouse,Electronics,1,42.72,42.72,2021-02-08
32,4,"4K UHD Monitor 27""",Electronics,5,380.27,1901.35,2021-11-15
33,5,USB-C Hub,Accessories,1,39.28,39.28,2021-04-13
34,10,Noise Cancelling Headphones,Electronics,7,171.39,1199.73,2021-02-13
35,5,USB-C Hub,Accessories,7,37.74,264.18,2021-04-21
36,10,Noise Cancelling Headphones,Electronics,10,305.34,3053.4,2021-09-22
37,11,Webcam HD 1080p,Electronics,10,115.56,1155.6,2021-06-03
38,14,Printer All-in-One,Office Supplies,10,223.24,2232.4,2021-05-26
39,13,Tablet S,Electronics,3,468.6,1405.8,2021-03-17
40,11,Webcam HD 1080p,Electronics,10,71.34,713.4,2021-03-09
41,1,"Laptop Pro 13""",Electronics,10,919.67,9196.7,2021-07-31
42,15,A4 Printing Paper (Ream),Office Supplies,2,7.76,15.52,2021-01-04
43,2,Wireless Mouse,Electronics,3,33.57,100.71,2021-02-11
44,3,Mechanical Keyboard,Electronics,6,122.11,732.66,2021-04-09
45,9,Cloud Computing Textbook,Books,8,62.46,499.68,2021-05-09
46,7,Standing Desk (Electric),Furniture,5,630.71,3153.55,2021-02-14
47,15,A4 Printing Paper (Ream),Office Supplies,10,6.3,63.0,2021-06-18
48,12,Smartphone X,Electronics,7,829.0,5803.0,2021-11-09
49,15,A4 Printing Paper (Ream),Office Supplies,1,10.61,10.61,2021-01-04
50,14,Printer All-in-One,Office Supplies,7,123.61,865.27,2021-07-10
51,2,Wireless Mouse,Electronics,7,45.25,316.75,2021-01-15
52,15,A4 Printing Paper (Ream),Office Supplies,9,14.03,126.27,2021-08-30
53,8,Python Programming Book,Books,3,35.29,105.87,2021-10-19
54,8,Python Programming Book,Books,2,50.56,101.12,2021-09-21
55,10,Noise Cancelling Headphones,Electronics,9,129.99,1169.91,2021-08-07
56,11,Webcam HD 1080p,Electronics,3,52.53,157.59,2021-05-17
57,3,Mechanical Keyboard,Electronics,7,148.42,1038.94,2021-03-05
58,4,"4K UHD Monitor 27""",Electronics,9,466.11,4194.99,2021-06-21
59,7,Standing Desk (Electric),Furniture,6,364.05,2184.3,2021-05-06
60,1,"Laptop Pro 13""",Electronics,9,1396.92,12572.28,2021-10-29
61,5,USB-C Hub,Accessories,6,54.01,324.06,2021-08-03
62,8,Python Programming Book,Books,7,39.64,277.48,2021-10-29
63,8,Python Programming Book,Books,2,62.94,125.88,2021-04-18
64,4,"4K UHD Monitor 27""",Electronics,7,404.82,2833.74,2021-05-17
65,3,Mechanical Keyboard,Electronics,7,168.51,1179.57,2021-07-30
66,1,"Laptop Pro 13""",Electronics,4,1405.7,5622.8,2021-01-15
67,13,Tablet S,Electronics,6,773.94,4643.64,2021-09-17
68,9,Cloud Computing Textbook,Books,7,89.91,629.37,2021-11-21
69,8,Python Programming Book,Books,2,53.93,107.86,2021-08-29
70,11,Webcam HD 1080p,Electronics,6,78.56,471.36,2021-03-08
71,13,Tablet S,Electronics,5,306.4,1532.0,2021-09-06
72,6,Office Chair Ergonomic,Furniture,4,347.17,1388.68,2021-02-10
73,10,Noise Cancelling Headphones,Electronics,2,192.7,385.4,2021-11-23
74,12,Smartphone X,Electronics,2,1009.28,2018.56,2021-03-27
75,10,Noise Cancelling Headphones,Electronics,9,138.33,1244.97,2021-11-26
76,4,"4K UHD Monitor 27""",Electronics,3,284.24,852.72,2021-05-09
77,13,Tablet S,Electronics,6,780.16,4680.96,2021-09-22
78,6,Office Chair Ergonomic,Furniture,10,194.59,1945.9,2021-04-18
79,7,Standing Desk (Electric),Furniture,9,580.38,5223.42,2021-01-12
80,7,Standing Desk (Electric),Furniture,6,437.71,2626.26,2021-12-07
81,4,"4K UHD Monitor 27""",Electronics,7,464.93,3254.51,2021-11-17
82,9,Cloud Computing Textbook,Books,2,71.6,143.2,2021-12-12
83,2,Wireless Mouse,Electronics,2,26.73,53.46,2021-03-11
84,4,"4K UHD Monitor 27""",Electronics,4,394.93,1579.72,2021-12-06
85,9,Cloud Computing Textbook,Books,7,87.02,609.14,2021-01-24
86,8,Python Programming Book,Books,4,68.96,275.84,2021-02-18
87,15,A4 Printing Paper (Ream),Office Supplies,3,5.53,16.59,2021-09-25
88,13,Tablet S,Electronics,2,699.8,1399.6,2021-09-15
89,4,"4K UHD Monitor 27""",Electronics,10,394.55,3945.5,2021-06-15
90,13,Tablet S,Electronics,3,616.37,1849.11,2021-01-27
91,2,Wireless Mouse,Electronics,7,39.21,274.47,2021-01-17
92,11,Webcam HD 1080p,Electronics,9,87.1,783.9,2021-11-07
93,9,Cloud Computing Textbook,Books,9,40.71,366.39,2021-08-17
94,11,Webcam HD 1080p,Electronics,7,55.33,387.31,2021-11-16
95,12,Smartphone X,Electronics,8,801.11,6408.88,2021-10-14
96,1,"Laptop Pro 13""",Electronics,9,1057.1,9513.9,2021-01-21
97,13,Tablet S,Electronics,2,608.9,1217.8,2021-01-20
98,15,A4 Printing Paper (Ream),Office Supplies,4,13.79,55.16,2021-09-06
99,3,Mechanical Keyboard,Electronics,10,85.63,856.3,2021-03-18
100,10,Noise Cancelling Headphones,Electronics,1,322.38,322.38,2021-02-12
101,11,Webcam HD 1080p,Electronics,2,60.64,121.28,2021-05-15
102,4,"4K UHD Monitor 27""",Electronics,6,376.19,2257.14,2021-02-05
103,12,Smartphone X,Electronics,1,1190.99,1190.99,2021-07-26
104,3,Mechanical Keyboard,Electronics,8,189.67,1517.36,2021-11-30
105,6,Office Chair Ergonomic,Furniture,4,314.01,1256.04,2021-01-11
106,4,"4K UHD Monitor 27""",Electronics,2,316.63,633.26,2021-06-15
107,9,Cloud Computing Textbook,Books,4,72.55,290.2,2021-09-30
108,4,"4K UHD Monitor 27""",Electronics,9,459.94,4139.46,2021-08-12
109,2,Wireless Mouse,Electronics,8,46.9,375.2,2021-08-20
110,7,Standing Desk (Electric),Furniture,10,541.17,5411.7,2021-10-21
111,14,Printer All-in-One,Office Supplies,7,113.3,793.1,2021-04-06
112,11,Webcam HD 1080p,Electronics,1,63.06,63.06,2021-09-07
113,14,Printer All-in-One,Office Supplies,4,180.34,721.36,2021-01-07
114,11,Webcam HD 1080p,Electronics,6,81.21,487.26,2021-09-02
115,11,Webcam HD 1080p,Electronics,6,55.79,334.74,2021-10-10
116,13,Tablet S,Electronics,7,762.74,5339.18,2021-12-26
117,12,Smartphone X,Electronics,5,717.15,3585.75,2021-07-22
118,10,Noise Cancelling Headphones,Electronics,4,133.16,532.64,2021-11-18
